uuid,name,bic,url,adapter_id,bank_code,idp_url,aspsp_sca_approaches
ef91cd39-7e56-4aeb-ac46-494677561670,Commerzbank vormals Dresdner Bank PCC DC-ITGK 4,DRESDEFFI57,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,60080087,https://psd2.api.commerzbank.com/berlingroup,
7d9273fb-0e0a-4ad8-8ad5-66d31ab75d98,Commerzbank vormals Dresdner Bank PCC DC-ITGK 5,DRESDEFFI58,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,60080088,https://psd2.api.commerzbank.com/berlingroup,
1d4e2325-6930-4f79-9100-8460b37f5d89,Commerzbank vormals Dresdner Bank ITGK,DRESDEFFI21,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,60089450,https://psd2.api.commerzbank.com/berlingroup,
729762e9-2f0f-4c0f-8854-e853d85593a6,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,60241074,https://psd2.api.commerzbank.com/berlingroup,
4a21eb62-3f64-48b9-a1bd-b3de0e6ea760,Commerzbank Sindelfingen,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,60340071,https://psd2.api.commerzbank.com/berlingroup,
ad99814b-b5cb-47ab-87f9-ec211b772250,Commerzbank vormals Dresdner Bank,DRESDEFF601,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,60380002,https://psd2.api.commerzbank.com/berlingroup,
b7d8ca9e-30cb-45e5-9805-5fe5c167efa3,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,60440073,https://psd2.api.commerzbank.com/berlingroup,
80abeb4f-8f9b-4002-acd0-60390187520b,Commerzbank vormals Dresdner Bank,DRESDEFF604,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,60480008,https://psd2.api.commerzbank.com/berlingroup,
de59ea5a-e484-48e2-a856-0d9ccae2f6df,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,61040014,https://psd2.api.commerzbank.com/berlingroup,
0bb0604e-34ce-45c3-865e-4d478b4e83b4,Commerzbank vormals Dresdner Bank,DRESDEFF610,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,61080006,https://psd2.api.commerzbank.com/berlingroup,
bfcf92cb-a182-4a2c-a3f7-66c3fccb7451,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,61140071,https://psd2.api.commerzbank.com/berlingroup,
9d04b0fd-4f81-4325-b7ca-88991abecfce,UniCredit Bank - HypoVereinsbank,HYVEDEMM259,https://api.unicredit.de/hydrogen,unicredit-adapter,72021876,,
586d4be4-f969-45e5-8e42-6f342243f8ac,Commerzbank vormals Dresdner Bank,DRESDEFF611,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,61180004,https://psd2.api.commerzbank.com/berlingroup,
ca51c280-a58a-42ae-95e9-eecd0a0ea5c3,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,61240048,https://psd2.api.commerzbank.com/berlingroup,
e3e66f59-5d65-4f7a-865a-a2bb3c41bd91,Commerzbank vormals Dresdner Bank,DRESDEFF612,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,61281007,https://psd2.api.commerzbank.com/berlingroup,
4508e42c-80e4-4c4d-82a7-7956867feffe,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,61340079,https://psd2.api.commerzbank.com/berlingroup,
382abf1a-b018-4f81-8999-40e53ed2e6a6,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,61440086,https://psd2.api.commerzbank.com/berlingroup,
4f161222-f0ff-4a1c-bae9-952ee0414200,Commerzbank vormals Dresdner Bank,DRESDEFF614,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,61480001,https://psd2.api.commerzbank.com/berlingroup,
17862742-f171-49e1-9a0e-11e812a2852b,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,62040060,https://psd2.api.commerzbank.com/berlingroup,
b2739859-3586-42b8-9731-98e293931474,Commerzbank vormals Dresdner Bank,DRESDEFF620,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,62080012,https://psd2.api.commerzbank.com/berlingroup,
42051c13-6353-4edc-8290-9ce17f740e55,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,62240048,https://psd2.api.commerzbank.com/berlingroup,
52599b9d-3795-4ee2-bb55-d314652f56f5,Commerzbank vormals Dresdner Bank,DRESDEFF622,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,62280012,https://psd2.api.commerzbank.com/berlingroup,
fb09d561-fb69-4e5c-8b80-0a2c404195b5,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,63040053,https://psd2.api.commerzbank.com/berlingroup,
e2983dd9-5b31-4f39-9ee6-03bbb2fbee8b,Commerzbank vormals Dresdner Bank,DRESDEFF630,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,63080015,https://psd2.api.commerzbank.com/berlingroup,
49e223d1-8a1c-4b86-81ce-317bb32e9dcf,Commerzbank vormals Dresdner Bank PCC DCC-ITGK 1,DRESDEFFI59,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,63080085,https://psd2.api.commerzbank.com/berlingroup,
e9cfa3ab-da59-4f13-b40a-367572ff4191,UniCredit Bank - HypoVereinsbank,HYVEDEMM272,https://api.unicredit.de/hydrogen,unicredit-adapter,61420086,,
71a6f776-e5fa-49d9-9dee-d23aac3ab66d,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,63240016,https://psd2.api.commerzbank.com/berlingroup,
fc86bb3f-f973-44bd-a6c4-43f2fab65a97,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,64040033,https://psd2.api.commerzbank.com/berlingroup,
6013fbd7-7377-4d9e-99e0-d0b8d0cb3340,Commerzbank,COBADEFFXXX,https://psd2.api.commerzbank.com/berlingroup,commerzbank-adapter,64040045,https://psd2.api.commerzbank.com/berlingroup,
